27,LG화학,"220,500","하락
				4,500",-2.00%,"5,000","155,656","70,592",31.01,"88,986",-24.99,-2.11,
28,두산에너빌리티,"23,850","하락
				250",-1.04%,"5,000","152,774","640,561",23.68,"1,408,783",137.07,1.52,
29,SK이노베이션,"95,800","하락
				1,900",-1.94%,"5,000","144,691","151,035",13.72,"125,419",-4.51,-9.65,
30,고려아연,"686,000","하락
				8,000",-1.15%,"5,000","142,025","20,703",12.28,"3,114",74.65,2.28,
31,KT&G,"109,900","상승
				2,100",+1.95%,"5,000","134,147","122,062",43.86,"120,467",12.25,12.66,
32,삼성중공업,"14,700","상승
				160",+1.10%,"1,000","129,360","880,000",29.94,"3,509,103",201.37,1.77,
33,KT,"48,950","상승
				1,300",+2.73%,"5,000","123,365","252,022",49.00,"145,734",26.46,2.85,
34,삼성SDI,"178,500","하락
				4,100",-2.25%,"5,000","122,745","68,765",31.76,"127,648",21.42,3.13,
35,SK텔레콤,"57,100","상승
				900",+1.60%,100,"122,645","214,790",42.39,"448,756",9.83,10.83,
36,우리금융지주,"16,420","상승
				10",+0.06%,"5,000","121,934","742,592",45.26,"459,647",3.96,9.39,
37,현대로템,"108,200","상승
				3,400",+3.24%,"5,000","118,092","109,142",30.92,"656,592",29.02,21.85,
38,LG전자,"70,300","상승
				300",+0.43%,"5,000","115,044","163,648",29.68,"154,812",34.60,1.81,
39,기업은행,"14,410","상승
				50",+0.35%,"5,000","114,909","797,426",13.74,"184,335",4.35,8.06,
40,HD현대일렉트릭,"316,000","하락
				5,000",-1.56%,"5,000","113,909","36,047",31.45,"104,669",22.71,39.34,
41,SK스퀘어,"82,800","하락
				1,200",-1.43%,100,"110,578","133,548",51.67,"112,633",3.03,21.70,
42,카카오뱅크,"20,900","상승
				50",+0.24%,"5,000","99,688","476,976",16.86,"105,525",22.64,6.95,
43,LG,"62,700",보합0,0.00%,"5,000","98,628","157,301",34.69,"33,502",17.49,2.16,
44,포스코퓨처엠,"126,900","하락
				2,300",-1.78%,500,"98,301","77,463",9.43,"79,040",-46.30,-7.98,
45,포스코인터내셔널,"53,800","하락
				600",-1.10%,"5,000","94,646","175,923",6.17,"170,864",18.39,8.14,
46,하이브,"227,000","상승
				4,000",+1.79%,500,"94,550","41,652",19.26,"89,718","1,008.89",0.31,
47,유한양행,"115,700","상승
				2,200",+1.94%,"1,000","92,802","80,209",18.34,"297,737",133.14,3.41,
48,삼성전기,"122,100","상승
				2,400",+2.01%,"5,000","91,201","74,694",32.59,"641,134",13.95,8.16,
49,삼성에스디에스,"115,800",보합0,0.00%,500,"89,603","77,378",19.18,"20,957",11.84,8.42,
50,SK,"121,100","하락
				1,800",-1.46%,200,"87,801","72,503",23.28,"27,408",-6.87,-5.64,
