41,SK스퀘어,"82,700","하락
				1,300",-1.55%,100,"110,444","133,548",51.67,"124,936",3.02,21.70,
42,카카오뱅크,"20,900","상승
				50",+0.24%,"5,000","99,688","476,976",16.86,"122,143",22.64,6.95,
43,LG,"62,700",보합0,0.00%,"5,000","98,628","157,301",34.69,"38,148",17.49,2.16,
44,포스코퓨처엠,"126,300","하락
				2,900",-2.24%,500,"97,836","77,463",9.43,"92,862",-46.08,-7.98,
45,포스코인터내셔널,"53,700","하락
				700",-1.29%,"5,000","94,471","175,923",6.17,"184,393",18.36,8.14,
46,하이브,"226,500","상승
				3,500",+1.57%,500,"94,342","41,652",19.26,"95,301","1,006.67",0.31,
47,유한양행,"115,500","상승
				2,000",+1.76%,"1,000","92,641","80,209",18.34,"312,523",132.91,3.41,
48,삼성전기,"122,300","상승
				2,600",+2.17%,"5,000","91,350","74,694",32.59,"660,140",13.97,8.16,
49,삼성에스디에스,"115,700","하락
				100",-0.09%,500,"89,526","77,378",19.18,"22,125",11.83,8.42,
50,SK,"121,100","하락
				1,800",-1.46%,200,"87,801","72,503",23.28,"31,746",-6.87,-5.64,
